business_name,category,city,address,phone,source,created_at
Govt Maternity Hospital,Hospital,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Institute Of Child Health,Hospital,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Institute Of Obstetrics And Gynaecology Dd,Hospital,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Nilgiri'S,Supermarket,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Pizza Hut,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Cafe Coffee Day,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Planet Yumm,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Basera,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Ladies Mess,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Maami'S Mess,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Mayilai Sri Karpagambal Mess,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Sangeetha Veg Restaurant,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Vasantha Bhavan,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Adyar Ananda Bhavan,Restaurant,Chennai,"RK Mutt Road, Chennai",+91 44 2345 3031,OpenStreetMap,2026-05-17 01:55:06
Rayer Mess,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Spencers,Supermarket,Chennai,"2nd Avenue, Chennai",,OpenStreetMap,2026-05-17 01:55:06
Benjarong,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Okadeys,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Tamil Nadu Co-Op Bank,Bank,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Hotel Maris,Hotel,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
New Woodlands,Hotel,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Hotel Savera,Hotel,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Amaravati,Restaurant,Chennai,Chennai,,OpenStreetMap,2026-05-17 01:55:06
Taj Tristar,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
State Bank Of India,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Kfc,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Pizza Corner,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Windows Of The World,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Hdfc Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Malgudi Restaurant,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Vikram Hospitals,Hospital,Hyderabad,"1-98/90/26, Near IOC Petrol Bunk, Hi-Tech City Main Road, Madhapur",,OpenStreetMap,2026-05-17 01:55:06
Apollo Pharmacy,Pharmacy,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Syndicate Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Image Hospitals,Hospital,Hyderabad,"Plot No 8 & 9, Arunodaya Cooperative Housing Society, Vittal Rao nagar, Madhapur",,OpenStreetMap,2026-05-17 01:55:06
Olive Garden,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Icici Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Sai Krishna Medical Hall,Pharmacy,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Andhra Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Sri Sathya Sai Medical & General Stores,Pharmacy,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Karur Vysya Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Bowl O China,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Development Credit Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Axis Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Reliance Fresh,Supermarket,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Aditya Hometel,Hotel,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Cafe Mocha,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Taj Banjara,Hotel,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Amrutha Castle,Hotel,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Idbi Bank,Bank,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Shanbhag Restaurant,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Hypercity,Supermarket,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Hyderabad House,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Chutneys,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Hotel Golkonda,Hotel,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Gautham Model School,School,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Ameerpet Government Hospital,Hospital,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Sri Vijaya Hospitals,Hospital,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Sri Balaji Kirana,Supermarket,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Surya Residency,Hotel,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Taj Belson,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Utsav Restaurant,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Sri Krishna Residency,Hotel,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Spenser'S Supermarket,Supermarket,Hyderabad,"Ameerpet-Fateh Nagar Road, Hyderabad",,OpenStreetMap,2026-05-17 01:55:06
Sree Priya Multi Speciality Hospital,Hospital,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Golden Cave Restaurant,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Mythri Restaurant And Bar,Restaurant,Hyderabad,"Satyam Theatre road, Satyam Theatre Road, Hyderabad",,OpenStreetMap,2026-05-17 01:55:06
Minerva Coffee House,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Zeeshan Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Iqbal Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Hotel Ajwa,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Choice Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Seven Star Cafe,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Needs Bakery,Supermarket,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Healthcare Medical Hall,Pharmacy,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Deluxe Medical Hall,Pharmacy,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Rahmat Ali Hospital,Hospital,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Reliable Medical Hall,Pharmacy,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Ali Cafe,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
New Ali Cafe,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Husnain Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
New Grand Restaurent,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Nayab Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
شاداب ہوٹل (Hotel Shadab),Restaurant,Hyderabad,Hyderabad,+91 40 24561648,OpenStreetMap,2026-05-17 01:55:06
Madina Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Shahran Hotel,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Anand Bhavan (Vegetarian),Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Farasha Cafe,Restaurant,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Madina Building;Ajfan,Supermarket,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
S.V.E.S High School,School,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Jyothi Bala Mandir High School,School,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Satya Hospital,Hospital,Hyderabad,Hyderabad,,OpenStreetMap,2026-05-17 01:55:06
Reliance Fresh,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Mcdonald'S,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
The Charcoal Pit,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
The Great Punjab,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Shisha Jazz Cafe,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
German Bakery,Restaurant,Pune,"Koregaon Park, Pune",,OpenStreetMap,2026-05-17 01:55:06
Anand Thali,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Hard Rock Cafe,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Stone Water Grill,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Nisarg,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sun N Sand,Hotel,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Le Pizzeria,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sriman,Hotel,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Asia Kitchen,Restaurant,Pune,"Boat Club Road, Pune",+91 20 66013030,OpenStreetMap,2026-05-17 01:55:06
Sirona,Hotel,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Thai House,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Yummy Tummy,Restaurant,Pune,"Magarpatta Inner Circle, Pune",,OpenStreetMap,2026-05-17 01:55:06
Megamart Shop,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Pushkar Sweets,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Karachi Sweets,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Seasonal Tastes,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Hairdresser,Salon,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Aroma'S,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Haka,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Cafe Coffee Day,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Bank Of Baroda,Bank,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Thousand Oaks,Restaurant,Pune,"East Street, Pune",+91 20 26343194,OpenStreetMap,2026-05-17 01:55:06
11 East Street Cafe,Restaurant,Pune,"Virwani Plaza 11, East Street, Pune",+91 20 41045500,OpenStreetMap,2026-05-17 01:55:06
Kareem'S,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Marz-O-Rin,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Aurora Towers,Hotel,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Kwality,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sheetal Arch,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sardar Patel Cantonment General Hospital,Hospital,Pune,"40, Solapur Baza Road",,OpenStreetMap,2026-05-17 01:55:06
Sigree,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Flags,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Coffee House,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Ram Krishna,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Starbucks,Restaurant,Pune,"North Main Road, Pune",,OpenStreetMap,2026-05-17 01:55:06
Raviraj,Hotel,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Dr. Babasaheb Ambedkar Cantonment General Hospital,Hospital,Pune,"Bus Stop, Elphinston Road, Kasamali Jumbo Marg, Khadki",,OpenStreetMap,2026-05-17 01:55:06
Trinco,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Cafe Code Red,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Command Hospital Southern Command,Hospital,Pune,"Right Flank Road, Pune",,OpenStreetMap,2026-05-17 01:55:06
Prego,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Kangan,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Rajwada,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Up And Above,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Symbiosis Nursery School,School,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Ishwar Medical,Pharmacy,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Chitale,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Grubshup,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Kalyan Bhel,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sassoon Hospital,Hospital,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Blue Nile,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
George,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sagar Plaza,Hotel,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Mahesh Lunch Home,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Yo! China,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Kfc,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Barista Lavazza,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Toit Brewery And Resturant,Restaurant,Pune,"East Avenue, Pune",+91 7796694400,OpenStreetMap,2026-05-17 01:55:06
Rajdhani,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Hotel Mahableshwar,Restaurant,Pune,"Baner Road, Pune",,OpenStreetMap,2026-05-17 01:55:06
Pastry Corner,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sanjeevani Vitalife Medipoint Hospital,Hospital,Pune,"New DP Road, Pune",,OpenStreetMap,2026-05-17 01:55:06
Lifeline Hospital,Hospital,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Iceberg,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Funky'S Stuff,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Zamu'S Place,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Sadanand Resorts,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Dr. Chowdhary,Hospital,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Dr. Bonagiri,Hospital,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Spicer Health Foods,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Khadki Fish Market,Supermarket,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Chung Fa,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Mayur Thali,Restaurant,Pune,Pune,,OpenStreetMap,2026-05-17 01:55:06
Centrepoint Guesthouse,Hotel,Kolkata,"20, Free School Street (Mirza Ghalib Street), Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Eden Hospital,Hospital,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Calcutta Medical College & Hospital,Hospital,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Vidyasagar State General Hospital,Hospital,Kolkata,"Brahma Samaj Road, Vidyasagar Park, Behala",,OpenStreetMap,2026-05-17 01:55:06
Loreto Convent,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Standard Chartered,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Big Bazaar,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Axis Bank,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Hdfc Bank,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bigbazar,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Anandalok(আনন্দলোক),Hospital,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Patha Bhavan Higher Secondary School,School,Kolkata,"82/7a, Ballygunge Place, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Patha Bhavan High School,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Sree Ramkrishna Pharmacy,Pharmacy,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Food Bazaar,Supermarket,Kolkata,"Alipore Road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Dhaba,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
"Shiv Sai Hotel, South Indian Restaurant",Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Hindustan Health Point Pvt Ltd,Hospital,Kolkata,"2406,Garia Main Road",,OpenStreetMap,2026-05-17 01:55:06
Banana Leaf,Restaurant,Kolkata,"73 & 75 Rash Behari Avenue, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Bar-B-Que,Restaurant,Kolkata,"Park Street, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Ballygunge Drugs Centre,Pharmacy,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Icici Bank,Bank,Kolkata,"1/1, Ashutosh Chowdhury Road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Frank Ross,Pharmacy,Kolkata,"53/1/3, Hazra Road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Sri Ramakrishna Pharmacy,Pharmacy,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Krishna Super Bazar,Supermarket,Kolkata,"#4A, New Road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Domino'S,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Get Well,Pharmacy,Kolkata,"63, Rash Behari Avenue, Kolkata",098314 61931,OpenStreetMap,2026-05-17 01:55:06
National Gems Higher Secoundry School,School,Kolkata,"D.r A.k paul raod, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Behla Blind School,School,Kolkata,"Diamond Harbour road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Shaw Public Girls High School,School,Kolkata,"Fakir para road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Chabi Medical,Clinic,Kolkata,"D.r A.k paul road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Roll Shop,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Kookie Jar,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Cream & Fudge,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Boudir Bhater,Hotel,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Kfc,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
"Nips Serviced Apartment / Guest House Ec-98, Salt Lake",Hotel,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Skylark,Salon,Kolkata,"235/2A, AJC Bose Road, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Peerless Hospital And B.K.Roy Research Center,Hospital,Kolkata,360 Panchasayar,,OpenStreetMap,2026-05-17 01:55:06
Hotel Kempton,Hotel,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Arya International,Hotel,Kolkata,"Ray Street, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
Oh! Calcutta,Restaurant,Kolkata,"10/3, Elgin Road, Kolkata",+91-033-22837161,OpenStreetMap,2026-05-17 01:55:06
Trimoorti,Hotel,Kolkata,"24, Ray Street, Kolkata",+91 033 2486 8572,OpenStreetMap,2026-05-17 01:55:06
State Bank Of India,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bank Of India,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
"Loreto Girls School, Sealdah",School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Big Max,Restaurant,Kolkata,"1A, Russel Street, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
In & Out,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Sawasdee Namaste Spa,Salon,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bhikaaram,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
C3,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Punjab National Bank,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Subodh Mitra Cancer Hospital And Research Centre,Hospital,Kolkata,Kolkata,03323352515,OpenStreetMap,2026-05-17 01:55:06
Holy Child School,School,Kolkata,"2, Duff Street, Kolkata",,OpenStreetMap,2026-05-17 01:55:06
St. Joan'S School,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Hotel Shivangan,Hotel,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bb'S,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Calcutta Public School,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Baguiati Ac Market,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Aliah University,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Suraksha Diagnostic,Hospital,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bidhannagar State General Hospital,Hospital,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Seba Hospital,Hospital,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Salt Lake Collegiate School,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
"Vasan Eye Care Hospital, Kolkata",Hospital,Kolkata,"Andromeda, Dd-30, Sector-1, Saltlake City, Salt Lake",339890000,OpenStreetMap,2026-05-17 01:55:06
Bidhannagar College,School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bank Of Baroda,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bank Of Maharashtra,Bank,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Arambagh Foodmart,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Babamoni,Supermarket,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Icar-Cau Guest House,Hotel,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Institute Of Engeneering & Management Business School(Ashram Campus),School,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Bowler'S Den,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Sai Complex,Gym,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Oh Calcutta!,Restaurant,Kolkata,Kolkata,,OpenStreetMap,2026-05-17 01:55:06
Umaid Bhawan,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Natraj Vegetarian Restaurant,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Holiday Inn,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Jasvilas,Hotel,Jaipur,"C-9, Sawai Jai Singh Highway, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Anokhi Cafe,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Devi Niketan Heritage Hotel,Hotel,Jaipur,"Devi Niketan,Near Chomu House Circle,Sardar Patel Road,Jaipur 302001India",+91 141 2370076,OpenStreetMap,2026-05-17 01:55:06
Royal Guest House,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Relaince Fresh,Supermarket,Jaipur,"Shastri Nagar, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Shahpura House,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Park Ocean,Hotel,Jaipur,"A-4, Sikar Road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Metropolitian Mall,Supermarket,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Dera Rawatsar - Heritage Hotel,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Pearl Palace Hotel,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Jaipur Inn,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Jwala Niketan,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Devraj Niwas - Boutique Hotel,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Alsisar'S Haveli,Hotel,Jaipur,"Sansar Chandra Rd, Shri Ram Colony, Sindhi Camp, Jaipur, Rajasthan 302001, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Hotel Om Tower,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Dental Care Centre 2,Clinic,Jaipur,"1, Gopal Bari, Ajmer Road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
New Pupils Senior Secondary School,School,Jaipur,"2976, uniyaro ka rasta, 3rd cross, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Ever Green,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Akriti,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Ganesh Restaurant,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
